task_priority,task_duration,deadline_hours,slot_start_hour,slot_duration,preferred_start_hour,day_of_week,is_weekend,repeated_task,reminder_exists,category,duration_fit,user_available,before_deadline,valid_slot,preferred_time_match,priority_score,deadline_pressure,duration_efficiency,suitability_score
1,30,95,6,150,6,4,0,1,1,3,1,1,1,1,1.0,0.2,0.43452380952380953,0.2,0.49881666344533443
1,30,122,7,90,17,0,1,0,0,2,1,1,1,1,0.0820849986238988,0.2,0.27380952380952384,0.3333333333333333,0.1731566227854514
3,30,166,9,150,10,6,1,0,0,1,1,1,1,1,0.7788007830714049,0.6,0.011904761904761862,0.2,0.395992870245145
2,30,85,8,30,17,4,0,0,0,4,1,1,1,1,0.10539922456186433,0.4,0.49404761904761907,1.0,0.36656496904527675
2,60,126,7,120,7,4,1,1,0,1,1,1,1,1,1.0,0.4,0.25,0.5,0.5201105692094946
4,45,38,6,150,22,6,1,1,1,4,1,1,1,1,0.1353352832366127,0.8,0.7738095238095238,0.3,0.6089709169801217
2,60,166,10,180,10,3,1,0,1,3,1,1,1,1,1.0,0.4,0.011904761904761862,0.3333333333333333,0.4003024784246425
1,30,101,7,120,11,4,0,0,0,3,1,1,1,1,0.36787944117144233,0.2,0.39880952380952384,0.25,0.30648238243327725
5,45,134,9,60,19,1,0,1,0,1,1,1,1,1,0.0820849986238988,1.0,0.20238095238095233,0.75,0.450235104899143
1,90,85,7,180,22,3,1,0,1,2,1,1,1,1,0.10539922456186433,0.2,0.49404761904761907,0.5,0.30034788080884806
2,60,142,10,120,8,3,0,1,0,0,1,1,1,1,0.6065306597126334,0.4,0.15476190476190477,0.5,0.38903813116722097
3,60,100,9,150,19,1,0,0,0,2,1,1,1,1,0.0820849986238988,0.6,0.40476190476190477,0.4,0.38382644207051886
4,45,99,7,45,14,2,1,1,1,3,1,1,1,1,0.17377394345044514,0.8,0.4107142857142857,1.0,0.506142225219096
5,45,162,8,180,7,2,0,0,0,4,1,1,1,1,0.7788007830714049,1.0,0.0357142857142857,0.25,0.5184690605646644
2,30,140,10,30,17,2,1,1,0,1,1,1,1,1,0.17377394345044514,0.4,0.16666666666666663,1.0,0.31882761424170053
3,45,110,6,60,21,1,0,0,0,0,1,1,1,1,0.10539922456186433,0.6,0.34523809523809523,0.75,0.3639315929827924
1,90,165,10,90,11,3,0,1,1,2,1,1,1,1,0.7788007830714049,0.2,0.017857142857142905,1.0,0.39562340055310097
3,60,92,8,60,20,6,1,0,1,1,1,1,1,1,0.049787068367863944,0.6,0.45238095238095233,1.0,0.39927907906531496
4,30,147,11,30,12,2,0,0,0,0,1,1,1,1,0.7788007830714049,0.8,0.125,1.0,0.5625174088342947
2,30,156,7,180,15,6,1,0,0,3,1,1,1,1,0.1353352832366127,0.4,0.0714285714285714,0.16666666666666666,0.21009124469837526
2,60,120,7,120,13,5,0,1,0,3,1,1,1,1,0.22313016014842982,0.4,0.2857142857142857,0.5,0.3108770534730309
1,30,150,11,180,6,2,1,0,0,1,1,1,1,1,0.2865047968601901,0.2,0.1071428571428571,0.16666666666666666,0.1876629427711903
1,30,64,6,150,14,3,1,0,0,1,1,1,1,1,0.1353352832366127,0.2,0.6190476190476191,0.2,0.2978294387128375
2,30,95,7,30,22,4,0,0,1,1,1,1,1,1,0.10539922456186433,0.4,0.43452380952380953,1.0,0.36231046297077696
4,30,100,8,90,12,5,1,0,1,0,1,1,1,1,0.36787944117144233,0.8,0.40476190476190477,0.3333333333333333,0.5400978682098775
5,30,115,9,120,15,6,0,0,0,2,1,1,1,1,0.22313016014842982,1.0,0.31547619047619047,0.25,0.519612911692157
4,30,167,9,150,9,6,1,0,1,4,1,1,1,1,1.0,0.8,0.005952380952380931,0.2,0.5618118836064409
2,45,142,6,90,16,3,0,0,0,2,1,1,1,1,0.0820849986238988,0.4,0.15476190476190477,0.5,0.21817480180561785
3,30,144,9,90,21,6,1,0,0,5,1,1,1,1,0.049787068367863944,0.6,0.1428571428571429,0.3333333333333333,0.3126011581794265
4,30,92,7,30,10,5,0,1,0,3,1,1,1,1,0.4723665527410147,0.8,0.45238095238095233,1.0,0.5973668463382033
5,30,108,8,30,6,5,1,1,1,1,1,1,1,1,0.6065306597126334,1.0,0.3571428571428571,1.0,0.7135934145235693
2,45,87,6,90,20,2,1,1,0,0,1,1,1,1,0.0820849986238988,0.4,0.4821428571428571,0.5,0.3571538558942357
5,45,70,8,150,8,1,0,0,1,4,1,1,1,1,1.0,1.0,0.5833333333333333,0.3,0.8048674167940565
3,30,154,7,90,17,5,1,0,0,1,1,1,1,1,0.0820849986238988,0.6,0.08333333333333337,0.3333333333333333,0.27257612378482315
2,45,121,7,90,7,5,1,0,1,3,1,1,1,1,1.0,0.4,0.27976190476190477,0.5,0.5335685881054885
3,45,125,8,60,17,3,1,0,1,3,1,1,1,1,0.10539922456186433,0.6,0.25595238095238093,0.75,0.3261213109390476
3,45,77,7,60,9,3,1,0,0,1,1,1,1,1,0.6065306597126334,0.6,0.5416666666666667,0.75,0.5234031389594797
1,150,132,8,180,21,0,1,0,0,1,1,1,1,1,0.06392786120670757,0.2,0.2142857142857143,0.8333333333333334,0.17451595808291215
2,45,154,8,60,7,6,0,1,0,0,1,1,1,1,0.7788007830714049,0.4,0.08333333333333337,0.75,0.39390680802946454
3,60,96,9,90,20,4,0,0,1,2,1,1,1,1,0.06392786120670757,0.6,0.4285714285714286,0.6666666666666666,0.4345523676494771
1,30,126,8,150,21,6,1,0,0,4,1,1,1,1,0.06392786120670757,0.2,0.25,0.2,0.15106846975297983
1,90,144,9,90,21,3,1,0,1,5,1,1,1,1,0.049787068367863944,0.2,0.1428571428571429,1.0,0.23423716803944758
1,30,138,10,120,8,1,0,0,0,1,1,1,1,1,0.6065306597126334,0.2,0.1785714285714286,0.25,0.34914737824935327
1,90,164,7,150,7,6,1,0,1,2,1,1,1,1,1.0,0.2,0.023809523809523836,0.6,0.33905826583134724
4,30,112,6,150,17,4,1,1,1,3,1,1,1,1,0.06392786120670757,0.8,0.33333333333333337,0.2,0.44631449828797126
3,30,115,9,150,20,2,0,0,1,5,1,1,1,1,0.06392786120670757,0.6,0.31547619047619047,0.2,0.36095294441144893
2,60,61,7,90,10,2,0,1,1,3,1,1,1,1,0.4723665527410147,0.4,0.6369047619047619,0.6666666666666666,0.500568481344223
4,90,71,7,120,17,6,1,1,1,1,1,1,1,1,0.0820849986238988,0.8,0.5773809523809523,0.75,0.5539768229301114
4,30,88,6,150,16,0,0,0,0,2,1,1,1,1,0.0820849986238988,0.8,0.47619047619047616,0.2,0.46122213567431614
1,60,51,7,120,11,5,1,1,0,2,1,1,1,1,0.36787944117144233,0.2,0.6964285714285714,0.5,0.4304858238691243
3,30,74,6,45,7,4,0,1,0,3,1,1,1,1,0.7788007830714049,0.6,0.5595238095238095,0.6666666666666666,0.6180511804730341
4,90,74,6,120,14,3,1,0,1,4,1,1,1,1,0.1353352832366127,0.8,0.5595238095238095,0.75,0.5848032018317006
3,30,159,10,180,7,5,0,0,0,3,1,1,1,1,0.4723665527410147,0.6,0.0535714285714286,0.16666666666666666,0.3623259619218503
4,30,89,8,90,9,6,0,0,0,2,1,1,1,1,0.7788007830714049,0.8,0.47023809523809523,0.3333333333333333,0.6515407186683498
4,90,83,7,120,17,5,0,0,1,4,1,1,1,1,0.0820849986238988,0.8,0.5059523809523809,0.75,0.5190531907709544
3,45,121,9,45,14,1,1,0,1,3,1,1,1,1,0.2865047968601901,0.6,0.27976190476190477,1.0,0.4011395346055916
4,30,154,11,30,16,6,1,0,0,1,1,1,1,1,0.2865047968601901,0.8,0.08333333333333337,1.0,0.4134035275335784
2,90,131,6,150,20,1,1,0,0,4,1,1,1,1,0.0820849986238988,0.4,0.22023809523809523,0.6,0.20983857352720148
2,180,151,8,180,16,6,1,0,0,2,1,1,1,1,0.1353352832366127,0.4,0.10119047619047616,1.0,0.25876002000294435
5,45,82,7,150,12,1,0,0,0,2,1,1,1,1,0.2865047968601901,1.0,0.5119047619047619,0.3,0.6110248773738635
5,30,84,7,45,14,3,1,0,1,2,1,1,1,1,0.17377394345044514,1.0,0.5,0.6666666666666666,0.6285264384977903
2,45,148,6,120,11,0,0,1,0,2,1,1,1,1,0.2865047968601901,0.4,0.11904761904761907,0.375,0.24268552214641848
5,45,65,6,150,19,6,1,0,1,0,1,1,1,1,0.06392786120670757,1.0,0.6130952380952381,0.3,0.5458263680626422
1,90,143,7,120,12,0,0,1,0,3,1,1,1,1,0.2865047968601901,0.2,0.14880952380952384,0.75,0.2624340696455439
1,30,119,8,90,21,1,1,0,0,2,1,1,1,1,0.06392786120670757,0.2,0.29166666666666663,0.3333333333333333,0.20610794079945768
2,60,125,6,120,8,2,1,0,1,2,1,1,1,1,0.6065306597126334,0.4,0.25595238095238093,0.5,0.43949394618798293
4,60,145,11,180,14,6,0,0,1,3,1,1,1,1,0.4723665527410147,0.8,0.13690476190476186,0.3333333333333333,0.47637207840037166
4,45,165,10,150,6,3,1,1,1,2,1,1,1,1,0.36787944117144233,0.8,0.017857142857142905,0.3,0.4347687811790574
2,60,50,7,120,13,0,1,1,0,5,1,1,1,1,0.22313016014842982,0.4,0.7023809523809523,0.5,0.43594345050015426
3,90,134,7,90,11,5,0,0,0,5,1,1,1,1,0.36787944117144233,0.6,0.20238095238095233,1.0,0.383194156837707
4,30,116,10,90,18,5,1,0,0,4,1,1,1,1,0.1353352832366127,0.8,0.30952380952380953,0.3333333333333333,0.4516431428387771
3,90,149,9,150,9,6,0,0,1,4,1,1,1,1,1.0,0.6,0.11309523809523814,0.6,0.5606900743429745
4,45,117,8,60,22,4,1,0,0,2,1,1,1,1,0.0820849986238988,0.8,0.3035714285714286,0.75,0.43453527867479225
1,45,100,6,150,10,6,1,0,0,3,1,1,1,1,0.36787944117144233,0.2,0.40476190476190477,0.3,0.310780820232424
4,30,103,8,120,17,2,1,1,0,1,1,1,1,1,0.10539922456186433,0.8,0.38690476190476186,0.25,0.521876306149093
4,30,86,9,90,11,2,1,0,1,1,1,1,1,1,0.6065306597126334,0.8,0.48809523809523814,0.3333333333333333,0.6103319477439302
3,30,97,8,120,14,1,1,1,0,1,1,1,1,1,0.22313016014842982,0.6,0.42261904761904767,0.25,0.3929856080352358
5,60,109,9,60,21,0,0,1,0,1,1,1,1,1,0.049787068367863944,1.0,0.35119047619047616,1.0,0.555253942413552
5,60,76,6,120,14,6,0,1,0,1,1,1,1,1,0.1353352832366127,1.0,0.5476190476190477,0.5,0.6495914497546211
3,30,100,7,180,14,5,1,0,0,4,1,1,1,1,0.17377394345044514,0.6,0.40476190476190477,0.16666666666666666,0.3893708608767378
1,45,145,8,45,10,3,0,1,0,0,1,1,1,1,0.6065306597126334,0.2,0.13690476190476186,1.0,0.3333237712859887
3,150,143,8,150,7,4,0,0,0,3,1,1,1,1,0.7788007830714049,0.6,0.14880952380952384,1.0,0.508414043300959
1,60,118,8,90,14,4,1,0,1,4,1,1,1,1,0.22313016014842982,0.2,0.29761904761904767,0.6666666666666666,0.2570241787917759
3,90,76,7,120,12,2,0,0,0,1,1,1,1,1,0.2865047968601901,0.6,0.5476190476190477,0.75,0.46344310880238365
3,30,133,9,45,14,6,0,0,1,5,1,1,1,1,0.2865047968601901,0.6,0.20833333333333337,0.6666666666666666,0.43991528214095277
2,60,132,6,180,22,0,0,0,1,0,1,1,1,1,0.1353352832366127,0.4,0.2142857142857143,0.3333333333333333,0.25410847675994847
2,45,159,11,120,13,2,1,0,1,0,1,1,1,1,0.6065306597126334,0.4,0.0535714285714286,0.375,0.3553937395512008
4,60,151,11,120,20,2,1,0,0,0,1,1,1,1,0.10539922456186433,0.8,0.10119047619047616,0.5,0.3582964920903105
5,120,159,7,150,8,1,0,0,0,2,1,1,1,1,0.7788007830714049,1.0,0.0535714285714286,0.8,0.5616268738839336
2,90,135,7,120,9,0,1,0,1,0,1,1,1,1,0.6065306597126334,0.4,0.1964285714285714,0.75,0.4182990401992198
4,60,106,9,60,7,1,0,0,0,2,1,1,1,1,0.6065306597126334,0.8,0.36904761904761907,1.0,0.5881377027462104
5,30,157,10,30,15,0,0,1,1,1,1,1,1,1,0.2865047968601901,1.0,0.06547619047619047,1.0,0.546037158481496
1,60,61,7,120,20,0,0,0,0,1,1,1,1,1,0.06392786120670757,0.2,0.6369047619047619,0.5,0.2877299909330446
5,30,102,7,60,7,5,0,0,0,1,1,1,1,1,1.0,1.0,0.3928571428571429,0.5,0.7533847691404139
5,150,145,6,150,13,2,0,0,0,4,1,1,1,1,0.17377394345044514,1.0,0.13690476190476186,1.0,0.4889420062107959
2,150,126,8,180,11,1,0,0,1,4,1,1,1,1,0.4723665527410147,0.4,0.25,0.8333333333333334,0.40277313779885976
2,30,64,8,90,11,6,1,0,0,3,1,1,1,1,0.4723665527410147,0.4,0.6190476190476191,0.3333333333333333,0.418627242614837
3,45,72,8,90,7,6,0,0,1,4,1,1,1,1,0.7788007830714049,0.6,0.5714285714285714,0.5,0.6654172270310429
1,120,123,6,120,16,5,0,0,0,0,1,1,1,1,0.0820849986238988,0.2,0.2678571428571429,1.0,0.2332796081061564
1,90,71,7,150,10,6,0,0,1,0,1,1,1,1,0.4723665527410147,0.2,0.5773809523809523,0.6,0.44243420096471475
5,30,55,7,30,6,0,0,0,0,2,1,1,1,1,0.7788007830714049,1.0,0.6726190476190477,1.0,0.7663959556624202
2,45,118,7,120,22,3,0,0,0,0,1,1,1,1,0.10539922456186433,0.4,0.29761904761904767,0.375,0.27939459167941505
5,45,159,6,45,10,5,1,0,0,0,1,1,1,1,0.36787944117144233,1.0,0.0535714285714286,1.0,0.48926334419264667
5,60,151,7,180,20,6,1,0,0,4,1,1,1,1,0.06392786120670757,1.0,0.10119047619047616,0.3333333333333333,0.41581038385874053
3,45,94,6,60,11,4,0,0,1,1,1,1,1,1,0.2865047968601901,0.6,0.44047619047619047,0.75,0.46508626050520674
2,30,107,6,90,22,1,1,0,1,4,1,1,1,1,0.1353352832366127,0.4,0.36309523809523814,0.3333333333333333,0.33646975556739284
4,150,85,7,150,11,3,1,0,0,3,1,1,1,1,0.36787944117144233,0.8,0.49404761904761907,1.0,0.5829842083655385
2,60,157,7,150,22,6,0,0,1,4,1,1,1,1,0.10539922456186433,0.4,0.06547619047619047,0.4,0.1830445247845436
1,60,37,6,90,15,6,0,0,0,0,1,1,1,1,0.10539922456186433,0.2,0.7797619047619048,0.6666666666666666,0.3740209175951062
5,45,117,8,90,9,3,0,0,0,5,1,1,1,1,0.7788007830714049,1.0,0.3035714285714286,0.5,0.6587500225592786
1,60,114,9,90,18,6,1,0,0,4,1,1,1,1,0.10539922456186433,0.2,0.3214285714285714,0.6666666666666666,0.21249023969459083
5,45,56,7,60,12,6,0,0,1,5,1,1,1,1,0.2865047968601901,1.0,0.6666666666666667,0.75,0.6674297473658692
1,30,125,6,150,8,4,1,0,0,1,1,1,1,1,0.6065306597126334,0.2,0.25595238095238093,0.2,0.33044546039502376
2,30,114,9,120,16,2,0,0,1,5,1,1,1,1,0.17377394345044514,0.4,0.3214285714285714,0.25,0.2859031251618687
1,30,43,7,150,7,4,1,0,0,0,1,1,1,1,1.0,0.2,0.7440476190476191,0.2,0.6058181552449352
5,90,158,11,180,19,2,1,1,0,2,1,1,1,1,0.1353352832366127,1.0,0.059523809523809534,0.5,0.44324320073042683
2,60,116,6,120,17,2,0,0,0,5,1,1,1,1,0.06392786120670757,0.4,0.30952380952380953,0.5,0.29459530803623923
1,45,148,6,180,11,3,0,0,0,5,1,1,1,1,0.2865047968601901,0.2,0.11904761904761907,0.25,0.21620858592036096
3,90,160,9,90,14,6,1,0,0,1,1,1,1,1,0.2865047968601901,0.6,0.04761904761904767,1.0,0.3263861867003252
5,45,154,6,45,9,1,0,0,0,4,1,1,1,1,0.4723665527410147,1.0,0.08333333333333337,1.0,0.5562627883617199
2,60,129,7,60,8,6,1,1,1,5,1,1,1,1,0.7788007830714049,0.4,0.2321428571428571,1.0,0.5049379316206334
3,60,130,7,90,14,5,1,1,0,0,1,1,1,1,0.17377394345044514,0.6,0.22619047619047616,0.6666666666666666,0.3679177043055955
3,30,69,7,60,12,6,0,0,0,0,1,1,1,1,0.2865047968601901,0.6,0.5892857142857143,0.5,0.4958533402935168
4,45,102,6,120,18,3,0,0,1,4,1,1,1,1,0.049787068367863944,0.8,0.3928571428571429,0.375,0.45316873971937166
1,60,116,8,180,12,1,1,0,0,5,1,1,1,1,0.36787944117144233,0.2,0.30952380952380953,0.3333333333333333,0.25363169420418374
4,45,59,6,120,15,0,1,0,1,0,1,1,1,1,0.10539922456186433,0.8,0.6488095238095238,0.375,0.5469527388601084
5,60,127,10,90,18,6,1,0,1,4,1,1,1,1,0.1353352832366127,1.0,0.24404761904761907,0.6666666666666666,0.49615639982402115
1,45,49,6,60,9,2,1,0,1,4,1,1,1,1,0.4723665527410147,0.2,0.7083333333333333,0.75,0.423432192670659
4,30,140,10,60,7,0,0,0,1,2,1,1,1,1,0.4723665527410147,0.8,0.16666666666666663,0.5,0.5194095188748304
3,90,134,6,120,15,2,1,1,0,2,1,1,1,1,0.10539922456186433,0.6,0.20238095238095233,0.75,0.3873241265037774
4,45,164,7,180,16,2,1,0,0,0,1,1,1,1,0.10539922456186433,0.8,0.023809523809523836,0.25,0.35239367318318787
5,45,156,9,150,9,4,1,1,0,5,1,1,1,1,1.0,1.0,0.0714285714285714,0.3,0.661491043168217
1,60,159,9,180,8,3,0,0,0,0,1,1,1,1,0.7788007830714049,0.2,0.0535714285714286,0.3333333333333333,0.30473940626339235
1,30,77,6,180,17,2,1,0,1,3,1,1,1,1,0.06392786120670757,0.2,0.5416666666666667,0.16666666666666666,0.28633609628667656
1,60,159,7,180,9,0,0,1,0,4,1,1,1,1,0.6065306597126334,0.2,0.0535714285714286,0.3333333333333333,0.28943947002955855
4,60,155,10,90,8,2,1,0,0,4,1,1,1,1,0.6065306597126334,0.8,0.07738095238095233,0.6666666666666666,0.5155006193459901
5,45,123,7,120,10,4,0,0,1,5,1,1,1,1,0.4723665527410147,1.0,0.2678571428571429,0.375,0.602914681077945
3,90,160,9,120,13,5,0,0,0,0,1,1,1,1,0.36787944117144233,0.6,0.04761904761904767,0.75,0.358148568113237
1,120,109,8,180,7,6,0,0,1,2,1,1,1,1,0.7788007830714049,0.2,0.35119047619047616,0.6666666666666666,0.4650644982221155
1,60,159,9,150,11,4,0,0,0,4,1,1,1,1,0.6065306597126334,0.2,0.0535714285714286,0.4,0.24967818541760026
5,60,87,8,90,13,2,1,0,0,5,1,1,1,1,0.2865047968601901,1.0,0.4821428571428571,0.6666666666666666,0.58054438471153
3,45,62,7,90,13,4,1,0,1,4,1,1,1,1,0.22313016014842982,0.6,0.6309523809523809,0.5,0.5044203065615558
2,30,154,6,120,8,1,1,1,1,1,1,1,1,1,0.6065306597126334,0.4,0.08333333333333337,0.25,0.37431680788776533
2,90,151,7,180,6,2,1,0,0,5,1,1,1,1,0.7788007830714049,0.4,0.10119047619047616,0.5,0.3760288949952341
4,120,129,7,180,7,2,1,0,0,1,1,1,1,1,1.0,0.8,0.2321428571428571,0.6666666666666666,0.5895881875929206
2,45,147,9,150,11,6,0,0,0,1,1,1,1,1,0.6065306597126334,0.4,0.125,0.3,0.34159799717347417
4,45,31,6,150,7,3,0,0,1,5,1,1,1,1,0.7788007830714049,0.8,0.8154761904761905,0.3,0.7559864930499285
4,60,155,8,60,17,1,0,0,0,5,1,1,1,1,0.10539922456186433,0.8,0.07738095238095233,1.0,0.3981893410445516
2,45,94,6,90,9,6,1,0,1,3,1,1,1,1,0.4723665527410147,0.4,0.44047619047619047,0.5,0.45644625337413297
1,90,66,7,150,15,3,1,0,0,1,1,1,1,1,0.1353352832366127,0.2,0.6071428571428572,0.6,0.27092181588191
3,120,152,9,180,10,5,0,0,0,4,1,1,1,1,0.7788007830714049,0.6,0.09523809523809523,0.6666666666666666,0.49566855392169856
2,180,117,7,180,9,2,0,1,0,0,1,1,1,1,0.6065306597126334,0.4,0.3035714285714286,1.0,0.5170265939190511
3,45,119,8,150,10,1,0,0,0,2,1,1,1,1,0.6065306597126334,0.6,0.29166666666666663,0.3,0.41181852348614567
3,30,116,10,60,19,6,0,0,1,0,1,1,1,1,0.10539922456186433,0.6,0.30952380952380953,0.5,0.42302957126886553
5,60,153,6,150,10,1,0,0,1,5,1,1,1,1,0.36787944117144233,1.0,0.0892857142857143,0.4,0.49588897579363916
2,30,37,6,60,17,1,0,0,1,0,1,1,1,1,0.06392786120670757,0.4,0.7797619047619048,0.5,0.47995560332127307
4,30,137,10,120,20,1,0,0,0,5,1,1,1,1,0.0820849986238988,0.8,0.18452380952380953,0.25,0.3524047885589838
3,90,156,7,120,18,3,0,0,1,5,1,1,1,1,0.06392786120670757,0.6,0.0714285714285714,0.75,0.3362916349997833
1,45,164,11,120,7,4,1,0,1,5,1,1,1,1,0.36787944117144233,0.2,0.023809523809523836,0.375,0.2211600512584523
1,30,105,7,60,10,2,1,1,0,3,1,1,1,1,0.4723665527410147,0.2,0.375,0.5,0.32692878166676465
3,60,143,7,150,21,4,1,1,1,2,1,1,1,1,0.0820849986238988,0.6,0.14880952380952384,0.4,0.3510887758228123
4,90,96,7,90,6,1,0,1,0,5,1,1,1,1,0.7788007830714049,0.8,0.4285714285714286,1.0,0.6573607444498976
2,60,106,9,120,14,1,1,0,1,3,1,1,1,1,0.2865047968601901,0.4,0.36904761904761907,0.5,0.409352320074397
1,90,142,7,120,12,1,0,0,0,1,1,1,1,1,0.2865047968601901,0.2,0.15476190476190477,0.75,0.22055540581301047
2,150,156,9,150,10,3,1,1,1,3,1,1,1,1,0.7788007830714049,0.4,0.0714285714285714,1.0,0.49902566496429684
1,45,128,7,180,21,1,0,1,0,2,1,1,1,1,0.0820849986238988,0.2,0.23809523809523814,0.25,0.16448564079080502
1,45,69,6,60,9,2,1,0,1,4,1,1,1,1,0.4723665527410147,0.2,0.5892857142857143,0.75,0.4024405806357262
2,90,158,9,150,8,5,0,0,0,3,1,1,1,1,0.7788007830714049,0.4,0.059523809523809534,0.6,0.3726102722808377
5,60,155,10,60,21,0,0,0,0,5,1,1,1,1,0.06392786120670757,1.0,0.07738095238095233,1.0,0.456359052415187
1,30,81,6,180,11,0,1,0,0,5,1,1,1,1,0.2865047968601901,0.2,0.5178571428571428,0.16666666666666666,0.2994674360087609
2,30,74,6,120,19,3,0,1,1,3,1,1,1,1,0.06392786120670757,0.4,0.5595238095238095,0.25,0.42576777835077345
5,45,168,10,150,16,4,1,1,0,5,1,1,1,1,0.22313016014842982,1.0,0.0,0.3,0.45050812665654394
3,45,163,11,45,12,3,1,0,1,2,1,1,1,1,0.7788007830714049,0.6,0.029761904761904767,1.0,0.5039198577847152
3,30,163,7,30,11,1,0,1,1,0,1,1,1,1,0.36787944117144233,0.6,0.029761904761904767,1.0,0.42102807543595755
2,45,144,9,60,9,1,0,0,0,1,1,1,1,1,1.0,0.4,0.1428571428571429,0.75,0.4429984031773991
2,90,90,8,90,14,4,1,0,0,4,1,1,1,1,0.22313016014842982,0.4,0.4642857142857143,1.0,0.3951600298944267
3,120,48,6,120,19,5,0,0,0,3,1,1,1,1,0.06392786120670757,0.6,0.7142857142857143,1.0,0.5071829747685833
3,90,78,7,180,17,0,1,1,0,4,1,1,1,1,0.0820849986238988,0.6,0.5357142857142857,0.5,0.4599091234861156
4,90,158,11,150,8,6,1,1,1,3,1,1,1,1,0.4723665527410147,0.8,0.059523809523809534,0.6,0.5357976616546283
1,60,168,12,150,17,3,0,0,1,3,1,1,1,1,0.2865047968601901,0.2,0.0,0.4,0.19859826953228715
5,30,71,6,45,15,4,0,0,1,5,1,1,1,1,0.10539922456186433,1.0,0.5773809523809523,0.6666666666666666,0.5820063989361497
4,30,129,6,30,18,6,1,0,0,4,1,1,1,1,0.049787068367863944,0.8,0.2321428571428571,1.0,0.39030016993878464
4,45,124,7,120,15,0,0,1,1,4,1,1,1,1,0.1353352832366127,0.8,0.26190476190476186,0.375,0.421244083668317
3,90,46,6,120,18,5,0,1,0,3,1,1,1,1,0.049787068367863944,0.6,0.7261904761904762,0.75,0.47734210127307974
5,120,155,10,150,12,4,1,0,0,0,1,1,1,1,0.6065306597126334,1.0,0.07738095238095233,0.8,0.5905989914422586
2,60,80,6,60,8,2,1,0,0,1,1,1,1,1,0.6065306597126334,0.4,0.5238095238095238,1.0,0.5450977323410195
4,30,155,8,90,18,4,0,0,0,5,1,1,1,1,0.0820849986238988,0.8,0.07738095238095233,0.3333333333333333,0.347840518655701
5,90,76,7,120,14,1,0,0,0,1,1,1,1,1,0.17377394345044514,1.0,0.5476190476190477,0.75,0.6010322811347278
2,30,69,6,60,13,4,1,0,0,1,1,1,1,1,0.17377394345044514,0.4,0.5892857142857143,0.5,0.3776662210504659
3,30,32,6,45,19,2,0,0,0,3,1,1,1,1,0.06392786120670757,0.6,0.8095238095238095,0.6666666666666666,0.4754810896582455
4,60,111,6,90,22,2,0,1,0,1,1,1,1,1,0.1353352832366127,0.8,0.3392857142857143,0.6666666666666666,0.4586858436206112
5,30,81,7,30,22,6,1,0,0,0,1,1,1,1,0.10539922456186433,1.0,0.5178571428571428,1.0,0.6194871388766771
4,30,125,7,45,17,1,0,0,1,2,1,1,1,1,0.0820849986238988,0.8,0.25595238095238093,0.6666666666666666,0.39275314823936786
2,60,102,7,180,11,4,1,1,1,2,1,1,1,1,0.36787944117144233,0.4,0.3928571428571429,0.3333333333333333,0.39426193305734986
1,90,160,6,150,17,2,0,0,0,2,1,1,1,1,0.06392786120670757,0.2,0.04761904761904767,0.6,0.13930725716517028
3,30,124,10,120,19,0,1,0,0,2,1,1,1,1,0.10539922456186433,0.6,0.26190476190476186,0.25,0.34233329639600574
2,120,144,9,150,9,0,1,1,1,3,1,1,1,1,1.0,0.4,0.1428571428571429,0.8,0.5051918878721935
5,45,148,9,180,10,2,0,1,1,2,1,1,1,1,0.7788007830714049,1.0,0.11904761904761907,0.25,0.6477721835595605
1,60,97,9,180,7,2,0,0,0,5,1,1,1,1,0.6065306597126334,0.2,0.42261904761904767,0.3333333333333333,0.4284551819151596
2,30,128,6,30,10,0,1,0,0,1,1,1,1,1,0.36787944117144233,0.4,0.23809523809523814,1.0,0.3370936367745596
3,45,120,7,180,7,4,0,1,1,2,1,1,1,1,1.0,0.6,0.2857142857142857,0.25,0.6523799735874538
3,90,43,6,120,6,1,0,0,0,2,1,1,1,1,1.0,0.6,0.7440476190476191,0.75,0.6889795947315295
2,60,144,7,180,7,0,0,0,1,2,1,1,1,1,1.0,0.4,0.1428571428571429,0.3333333333333333,0.4815253737007142
3,150,158,9,150,22,4,1,0,1,2,1,1,1,1,0.06392786120670757,0.6,0.059523809523809534,1.0,0.34053888700418855
2,45,122,6,150,17,4,0,1,1,3,1,1,1,1,0.06392786120670757,0.4,0.27380952380952384,0.3,0.3122119228260137
1,30,90,6,150,6,2,1,0,1,2,1,1,1,1,1.0,0.2,0.4642857142857143,0.2,0.4969930507391053
4,45,86,6,150,17,4,0,1,1,1,1,1,1,1,0.06392786120670757,0.8,0.48809523809523814,0.3,0.5081142727870422
5,30,98,9,30,16,2,1,0,1,0,1,1,1,1,0.17377394345044514,1.0,0.41666666666666663,1.0,0.6179560250331415
5,45,32,6,150,15,4,1,1,1,2,1,1,1,1,0.10539922456186433,1.0,0.8095238095238095,0.3,0.7201913072189238
1,90,118,8,150,8,5,1,0,1,4,1,1,1,1,1.0,0.2,0.29761904761904767,0.6,0.4780934400321506
2,60,91,7,90,10,3,0,0,1,4,1,1,1,1,0.4723665527410147,0.4,0.45833333333333337,0.6666666666666666,0.4764905646758799
4,150,164,9,150,14,4,0,1,0,5,1,1,1,1,0.2865047968601901,0.8,0.023809523809523836,1.0,0.4914677885792377
